,0
255,0.001323352207411797
256,0.0013199831780969587
257,0.0013211902875739795
258,0.0013173792392321918
259,0.001321194285246281
260,0.0013213714559335643
261,0.0013218538327695818
262,0.0013184803393749027
263,0.00132146114597901
264,0.0013226564492508927
265,0.0013212872242244582
266,0.001317362612984979
267,0.0013233557018614572
268,0.0013178519998641254
269,0.001317210447960573
270,0.0013205444482035744
271,0.001319077756190195
272,0.001318880266054239
273,0.0013209568467448887
274,0.001319251689636029
275,0.0013179445137273774
276,0.0013233100546177668
277,0.0013224445183912658
278,0.0013194807191204247
279,0.0013185151383523536
280,0.00131795939996353
281,0.001316880646090095
282,0.0013198956245711695
283,0.0013166940768555794
284,0.001316134635066518
285,0.0013156388786772632
286,0.0013200914694700772
287,0.0013181746501523333
288,0.001317565520413411
289,0.0013152489751581356
290,0.0013231433829507576
291,0.0013181379313170751
292,0.0013177465601688903
293,0.0013154702401385666
294,0.0013209681673886843
295,0.0013158781387799412
296,0.0013159689991973722
297,0.0013131505402270705
298,0.001313457862746655
299,0.0013187508749015406
300,0.0013176320858486793
301,0.0013188034851744804
302,0.001317549467785284
303,0.001315928631189526
304,0.0013172966644514161
305,0.0013146981879029996
306,0.0013174599585815882
307,0.001314019561948207
308,0.0013159917971978968
309,0.0013160063849332242
310,0.0013161682171556049
311,0.001318314724152064
312,0.0013115694589662151
313,0.0013149247174429842
314,0.0013106147088030847
315,0.0013205170067739633
316,0.0013153824933334931
317,0.0013101351077759909
318,0.0013163516078538333
319,0.001311907115388407
320,0.0013166205879424212
321,0.0013176475874940332
322,0.0013122923404046008
323,0.0013113296205181882
324,0.0013147245278645656
325,0.0013162367628950975
326,0.0013136026162443222
327,0.0013142904392582898
328,0.0013165745847364967
329,0.0013122107066476766
330,0.001312717780446968
331,0.0013163700957511926
332,0.0013146539334144094
333,0.0013134646023977867
334,0.001310592481187887
335,0.0013136414599079543
336,0.0013125071886122928
337,0.0013138115277681022
338,0.0013104905730061647
339,0.0013146746993705663
340,0.001312473492595391
341,0.00131080784704576
342,0.0013113381735618329
343,0.0013088168390791735
344,0.0013144094634773289
345,0.0013101892269706018
346,0.0013143544460439847
347,0.0013157922911863679
348,0.0013112751923752232
349,0.0013139810590730168
350,0.0013130616235475128
351,0.001314181592176135
352,0.0013110157282441917
353,0.0013147115122335844
354,0.0013077479867268608
355,0.0013118549779905246
356,0.0013091889962267417
357,0.0013125382421506394
358,0.001310084123337546
359,0.0013089479229803013
360,0.001311208206302542
361,0.0013130869704963337
362,0.001309346105171065
363,0.0013099205986154862
364,0.0013128138691063526
365,0.0013125870069866984
366,0.0013085124085350838
367,0.0013113793131943124
368,0.0013132856583668508
369,0.0013111016676267688
370,0.0013088522129194636
371,0.0013111289391596604
372,0.0013128380897120596
373,0.0013103924144923082
374,0.001310733331538514
375,0.0013126109131715363
376,0.001309942290172952
377,0.0013086155166901234
378,0.0013088433651062541
379,0.0013085550715167744
380,0.0013091358916861857
381,0.001308319805852639
382,0.0013104148625006152
383,0.0013101148982751223
384,0.001307581167301943
385,0.0013072497070106303
386,0.0013117565127670702
387,0.0013089915088270432
388,0.0013080640563156265
389,0.0013078227198909586
390,0.0013092234263069227
391,0.001312051192781705
392,0.0013056983494669453
393,0.0013072946390960938
394,0.0013043712610657462
395,0.001310883006071035
396,0.0013057428442487
397,0.001309024804852839
398,0.0013092497744772616
399,0.0013055194064310123
400,0.0013033616705797613
401,0.0013049917701536263
402,0.0013071162826142823
403,0.0013097846598471873
404,0.0013059466934472355
405,0.0013104100571348309
406,0.0013081188269882884
407,0.0013074741291347891
408,0.0013056476088041742
409,0.0013050971986550805
410,0.0013114309272207478
411,0.0013062084736959196
412,0.0013078350765813682
413,0.0013087479789188115
414,0.001304648242966455
415,0.0013087445988944676
416,0.0013088221208025247
417,0.0013072218725549327
418,0.0013072069567174483
419,0.0013070854681253466
420,0.0013036389977464245
421,0.0013067523053843274
422,0.0013032259544433278
423,0.0013043738896142628
424,0.0013059066013039018
425,0.0013113810900204743
426,0.0013097801159183758
427,0.0013083194516316596
428,0.001302969823571511
429,0.00130344967608555
430,0.0013066669577796361
431,0.0013093179888808383
432,0.001304626109627768
433,0.0013066953991870116
434,0.001306879684392713
435,0.0013029384991436656
436,0.001304133723064079
437,0.0013053893021100925
438,0.001303212349770718
439,0.0013036084006655898
440,0.0013071946734084915
441,0.0013032983085558487
442,0.001303844518549581
443,0.001303703117962433
444,0.0013056121757612205
445,0.0013057277709520303
446,0.001305370240096146
447,0.0013022916396466903
448,0.001303466747347743
449,0.0013014054474118364
450,0.0013026397276777201
451,0.0013048714658635485
452,0.0013062302053022461
453,0.0013030869018139206
454,0.0013014673788705443
455,0.0013030855652764759
456,0.001301519578207348
457,0.0013051986822193791
458,0.0013038845609427772
459,0.0013059924857125769
460,0.0013024370172598327
461,0.001302414424976127
462,0.00130259493787765
463,0.0013048085553221342
464,0.0013079870311626925
465,0.0013044733192441333
466,0.001300551170636462
467,0.0013036577085244
468,0.001301846382383289
469,0.0013045566997283862
470,0.0013041169286614014
471,0.0013033669928494745
472,0.0013033340040307778
473,0.001304962658860649
474,0.0012990175905581722
475,0.00130319571805099
476,0.0013025700274862859
477,0.0013011139223021734
478,0.0013032190642980302
479,0.001298794157217997
480,0.0013039230859567786
481,0.001301478752000735
482,0.0012987688510642888
483,0.0013001459557662567
484,0.001302380329465621
485,0.001303210411256609
486,0.001300949989628986
487,0.001303585174316381
488,0.0013016371382798394
489,0.001300681000087872
490,0.0012996800959759
491,0.0013039950490332185
492,0.0013023464371844267
493,0.0013011768903049966
494,0.001300433473751092
495,0.0013017875996107857
496,0.0012997300115326403
497,0.0013059543492471497
498,0.0012974396492772473
499,0.0013033299720308816
